month,predicted_consumption,state,ward_id
2015-08-31,0.4045860056553115,Chandigarh,W2
2015-09-30,0.39982274203716134,Chandigarh,W2
2015-10-31,0.3949007029650728,Chandigarh,W2
2015-11-30,0.39013743934692263,Chandigarh,W2
2015-12-31,0.38521540027483414,Chandigarh,W2
2016-01-31,0.3802933612027456,Chandigarh,W2
2016-02-29,0.3756888730385337,Chandigarh,W2
2014-04-01,15.68114768,Chandigarh,W3
2014-05-01,15.617516203622754,Chandigarh,W3
2014-06-01,15.551763678232929,Chandigarh,W3
2014-07-01,15.488132203269336,Chandigarh,W3
2014-08-01,15.422379678646724,Chandigarh,W3
2014-09-01,15.35662715469789,Chandigarh,W3
2014-10-01,15.292995679456888,Chandigarh,W3
2014-11-01,15.227243155807418,Chandigarh,W3
2014-12-01,15.163611682620846,Chandigarh,W3
2015-01-01,15.097859165074114,Chandigarh,W3
2015-02-01,15.03210664752738,Chandigarh,W3
2015-03-01,14.972717276840006,Chandigarh,W3
2015-03-31,14.909085808246395,Chandigarh,W3
2015-04-30,14.84545433965278,Chandigarh,W3
2015-05-31,14.779701822106047,Chandigarh,W3
2015-06-30,14.716070353512432,Chandigarh,W3
2015-07-31,14.650317835965698,Chandigarh,W3
2015-08-31,14.584565318418965,Chandigarh,W3
2015-09-30,14.52093384982535,Chandigarh,W3
2015-10-31,14.455181332278617,Chandigarh,W3
2015-11-30,14.391549863685004,Chandigarh,W3
2015-12-31,14.325797346138271,Chandigarh,W3
2016-01-31,14.260044828591536,Chandigarh,W3
2016-02-29,14.198534408951044,Chandigarh,W3
2014-04-01,12.457186559999998,Chandigarh,W4
2014-05-01,12.303245106107783,Chandigarh,W4
2014-06-01,12.144172271303537,Chandigarh,W4
2014-07-01,11.990230816860125,Chandigarh,W4
2014-08-01,11.831157979836918,Chandigarh,W4
2014-09-01,11.67208514144748,Chandigarh,W4
2014-10-01,11.518143686071717,Chandigarh,W4
2014-11-01,11.359070848734348,Chandigarh,W4
2014-12-01,11.205130411465692,Chandigarh,W4
2015-01-01,11.046058626019182,Chandigarh,W4
2015-02-01,10.886986840572673,Chandigarh,W4
2015-03-01,10.74330909887905,Chandigarh,W4
2015-03-31,10.58936866135017,Chandigarh,W4
2015-04-30,10.435428223821289,Chandigarh,W4
2015-05-31,10.27635643837478,Chandigarh,W4
2015-06-30,10.122416000845899,Chandigarh,W4
2015-07-31,9.96334421539939,Chandigarh,W4
2015-08-31,9.80427242995288,Chandigarh,W4
2015-09-30,9.650331992423999,Chandigarh,W4
2015-10-31,9.49126020697749,Chandigarh,W4
2015-11-30,9.337319769448609,Chandigarh,W4
2015-12-31,9.178247984002098,Chandigarh,W4
2016-01-31,9.019176198555588,Chandigarh,W4
2016-02-29,8.870367108944338,Chandigarh,W4
2014-04-01,2.84577355,Chandigarh,W5
2014-05-01,2.8074498703592816,Chandigarh,W5
2014-06-01,2.767848735060619,Chandigarh,W5
2014-07-01,2.7295250555196207,Chandigarh,W5
2014-08-01,2.689923919248953,Chandigarh,W5
2014-09-01,2.6503227822362754,Chandigarh,W5
2014-10-01,2.6120102582710847,Chandigarh,W5
2014-11-01,2.5724206508835374,Chandigarh,W5
2014-12-01,2.5341081282522646,Chandigarh,W5
2015-01-01,2.494518521762031,Chandigarh,W5
2015-02-01,2.454928915271798,Chandigarh,W5
2015-03-01,2.419170561022555,Chandigarh,W5
2015-03-31,2.380858038612652,Chandigarh,W5
2015-04-30,2.342545516202749,Chandigarh,W5
2015-05-31,2.302955909712516,Chandigarh,W5
2015-06-30,2.2646433873026126,Chandigarh,W5
2015-07-31,2.2250537808123796,Chandigarh,W5
2015-08-31,2.1854641743221466,Chandigarh,W5
2015-09-30,2.147151651912243,Chandigarh,W5
2015-10-31,2.10756204542201,Chandigarh,W5
2015-11-30,2.069249523012107,Chandigarh,W5
2015-12-31,2.0296599165218736,Chandigarh,W5
2016-01-31,1.9900703100316404,Chandigarh,W5
2016-02-29,1.9530348717020676,Chandigarh,W5
2014-04-01,1.5078888000000001,Chandigarh,W6
2014-05-01,1.4904157976047905,Chandigarh,W6
2014-06-01,1.4723603622014279,Chandigarh,W6
2014-07-01,1.4548873602639854,Chandigarh,W6
2014-08-01,1.4368319248426622,Chandigarh,W6
2014-09-01,1.4187764897638042,Chandigarh,W6
2014-10-01,1.4013034879602035,Chandigarh,W6
2014-11-01,1.3832480524746367,Chandigarh,W6
2014-12-01,1.3657754564395306,Chandigarh,W6
2015-01-01,1.3477204406950145,Chandigarh,W6
2015-02-01,1.3296654249504982,Chandigarh,W6
2015-03-01,1.3133576687941613,Chandigarh,W6
2015-03-31,1.2958850729123714,Chandigarh,W6
2015-04-30,1.2784124770305816,Chandigarh,W6
2015-05-31,1.2603574612860655,Chandigarh,W6
2015-06-30,1.2428848654042757,Chandigarh,W6
2015-07-31,1.2248298496597594,Chandigarh,W6
2015-08-31,1.2067748339152435,Chandigarh,W6
2015-09-30,1.1893022380334537,Chandigarh,W6
2015-10-31,1.1712472222889376,Chandigarh,W6
2015-11-30,1.1537746264071478,Chandigarh,W6
2015-12-31,1.1357196106626315,Chandigarh,W6
2016-01-31,1.1176645949181154,Chandigarh,W6
2016-02-29,1.1007744188990523,Chandigarh,W6
2014-04-01,5.57544888,Chandigarh,W7
2014-05-01,5.533476918323354,Chandigarh,W7
2014-06-01,5.49010589132954,Chandigarh,W7
2014-07-01,5.448133929662633,Chandigarh,W7
2014-08-01,5.404762902587125,Chandigarh,W7
2014-09-01,5.3613918754866,Chandigarh,W7
2014-10-01,5.31941991385335,Chandigarh,W7
2014-11-01,5.276053543005595,Chandigarh,W7
2014-12-01,5.234086087443748,Chandigarh,W7
2015-01-01,5.190719716649705,Chandigarh,W7
2015-02-01,5.147353345855663,Chandigarh,W7
2015-03-01,5.108183720622335,Chandigarh,W7
2015-03-31,5.066216265015197,Chandigarh,W7
2015-04-30,5.02424880940806,Chandigarh,W7
2015-05-31,4.980882438614017,Chandigarh,W7
2015-06-30,4.93891498300688,Chandigarh,W7
2015-07-31,4.8955486122128375,Chandigarh,W7
2015-08-31,4.852182241418795,Chandigarh,W7
2015-09-30,4.810214785811658,Chandigarh,W7
2015-10-31,4.766848415017615,Chandigarh,W7
2015-11-30,4.724880959410478,Chandigarh,W7
2015-12-31,4.6815145886164355,Chandigarh,W7
2016-01-31,4.638148217822393,Chandigarh,W7
2016-02-29,4.597579677402161,Chandigarh,W7
2014-04-01,13.7380944,Chandigarh,W8
2014-05-01,13.64619742994012,Chandigarh,W8
2014-06-01,13.55123722708273,Chandigarh,W8
2014-07-01,13.459340256672917,Chandigarh,W8
2014-08-01,13.364380053589953,Chandigarh,W8
2014-09-01,13.269419850453993,Chandigarh,W8
2014-10-01,13.177522880060524,Chandigarh,W8
2014-11-01,13.08256267792531,Chandigarh,W8
2014-12-01,12.990665707803057,Chandigarh,W8
2015-01-01,12.895705505608978,Chandigarh,W8
2015-02-01,12.800745303414901,Chandigarh,W8
2015-03-01,12.714974798207347,Chandigarh,W8
2015-03-31,12.62307782834211,Chandigarh,W8
2015-04-30,12.531180858476873,Chandigarh,W8
2015-05-31,12.436220656282794,Chandigarh,W8
2015-06-30,12.344323686417557,Chandigarh,W8
2015-07-31,12.24936348422348,Chandigarh,W8
2015-08-31,12.154403282029401,Chandigarh,W8
2015-09-30,12.062506312164164,Chandigarh,W8
2015-10-31,11.967546109970087,Chandigarh,W8
2015-11-30,11.87564914010485,Chandigarh,W8
2015-12-31,11.780688937910773,Chandigarh,W8
2016-01-31,11.685728735716694,Chandigarh,W8
2016-02-29,11.596894998180298,Chandigarh,W8
2014-04-01,1.8692077599999999,Chandigarh,W9
2014-05-01,1.858169051526946,Chandigarh,W9
2014-06-01,1.8467623860606488,Chandigarh,W9
2014-07-01,1.8357236775614603,Chandigarh,W9
2014-08-01,1.824317012156702,Chandigarh,W9
2014-09-01,1.8129103467010432,Chandigarh,W9
2014-10-01,1.801871638155406,Chandigarh,W9
2014-11-01,1.7904649726828705,Chandigarh,W9
2014-12-01,1.779426264200031,Chandigarh,W9
2015-01-01,1.7680196057539728,Chandigarh,W9
2015-02-01,1.7566129473079146,Chandigarh,W9
2015-03-01,1.746310159034056,Chandigarh,W9
2015-03-31,1.7352714573120642,Chandigarh,W9
2015-04-30,1.7242327555900725,Chandigarh,W9
2015-05-31,1.7128260971440146,Chandigarh,W9
2015-06-30,1.7017873954220228,Chandigarh,W9
2015-07-31,1.690380736975965,Chandigarh,W9
2015-08-31,1.678974078529907,Chandigarh,W9
2015-09-30,1.6679353768079153,Chandigarh,W9
2015-10-31,1.6565287183618573,Chandigarh,W9
2015-11-30,1.6454900166398656,Chandigarh,W9
2015-12-31,1.6340833581938075,Chandigarh,W9
2016-01-31,1.6226766997477498,Chandigarh,W9
2016-02-29,1.6120059547498244,Chandigarh,W9
2014-04-01,16.16816468,Chandigarh,W10
2014-05-01,16.045714870748505,Chandigarh,W10
2014-06-01,15.919183399944162,Chandigarh,W10
2014-07-01,15.796733585290841,Chandigarh,W10
2014-08-01,15.67020211151747,Chandigarh,W10
2014-09-01,15.543670634289686,Chandigarh,W10
2014-10-01,15.421220822780697,Chandigarh,W10
2014-11-01,15.294689354638209,Chandigarh,W10
2014-12-01,15.172239546880416,Chandigarh,W10
2015-01-01,15.045708083091823,Chandigarh,W10
2015-02-01,14.919176619303231,Chandigarh,W10
2015-03-01,14.804890135881276,Chandigarh,W10
2015-03-31,14.682440332214899,Chandigarh,W10
2015-04-30,14.559990528548518,Chandigarh,W10
2015-05-31,14.433459064759925,Chandigarh,W10
2015-06-30,14.311009261093545,Chandigarh,W10
2015-07-31,14.184477797304952,Chandigarh,W10
2015-08-31,14.057946333516362,Chandigarh,W10
2015-09-30,13.935496529849981,Chandigarh,W10
2015-10-31,13.808965066061388,Chandigarh,W10
2015-11-30,13.686515262395009,Chandigarh,W10
2015-12-31,13.559983798606417,Chandigarh,W10
2016-01-31,13.433452334817824,Chandigarh,W10
2016-02-29,13.315084191273657,Chandigarh,W10
2014-04-01,6.6855936,Delhi,W1
2014-05-01,6.610194855089819,Delhi,W1
2014-06-01,6.532282819522443,Delhi,W1
2014-07-01,6.456884076400161,Delhi,W1
2014-08-01,6.378972041104231,Delhi,W1
2014-09-01,6.301060006044722,Delhi,W1
2014-10-01,6.225661262975543,Delhi,W1
2014-11-01,6.147749229114567,Delhi,W1
2014-12-01,6.072350486286309,Delhi,W1
2015-01-01,5.994438466759752,Delhi,W1
2015-02-01,5.916526447233197,Delhi,W1
2015-03-01,5.84615430056405,Delhi,W1
2015-03-31,5.770755571989963,Delhi,W1
2015-04-30,5.695356843415877,Delhi,W1
2015-05-31,5.617444823889321,Delhi,W1
2015-06-30,5.542046095315235,Delhi,W1
2015-07-31,5.464134075788679,Delhi,W1
2015-08-31,5.386222056262123,Delhi,W1
2015-09-30,5.310823327688037,Delhi,W1
2015-10-31,5.232911308161482,Delhi,W1
2015-11-30,5.157512579587395,Delhi,W1
2015-12-31,5.079600560060839,Delhi,W1
2016-01-31,5.001688540534283,Delhi,W1
2016-02-29,4.928803102912666,Delhi,W1
2014-04-01,14.81834937,Delhi,W2
2014-05-01,14.607840403832336,Delhi,W2
2014-06-01,14.390314471771092,Delhi,W2
2014-07-01,14.179805505840092,Delhi,W2
2014-08-01,13.962279573705716,Delhi,W2
2014-09-01,13.74475364200268,Delhi,W2
2014-10-01,13.534244676503935,Delhi,W2
2014-11-01,13.316774902801987,Delhi,W2
2014-12-01,13.106543709817672,Delhi,W2
2015-01-01,12.889304811169437,Delhi,W2
2015-02-01,12.672065912521205,Delhi,W2
2015-03-01,12.475850133096992,Delhi,W2
2015-03-31,12.265618940856768,Delhi,W2
2015-04-30,12.05538774861654,Delhi,W2
2015-05-31,11.838148849968308,Delhi,W2
2015-06-30,11.627917657728082,Delhi,W2
2015-07-31,11.410678759079847,Delhi,W2
2015-08-31,11.193439860431614,Delhi,W2
2015-09-30,10.983208668191386,Delhi,W2
2015-10-31,10.765969769543155,Delhi,W2
2015-11-30,10.555738577302929,Delhi,W2
2015-12-31,10.338499678654696,Delhi,W2
2016-01-31,10.12126078000646,Delhi,W2
2016-02-29,9.918037294174242,Delhi,W2
2014-04-01,24.583042459999998,Delhi,W3
2014-05-01,24.24046849982036,Delhi,W3
2014-06-01,23.886475407388815,Delhi,W3
2014-07-01,23.543901446560877,Delhi,W3
2014-08-01,23.189908354054392,Delhi,W3
2014-09-01,22.835915260787246,Delhi,W3
2014-10-01,22.493341299148376,Delhi,W3
2014-11-01,22.139348204636736,Delhi,W3
2014-12-01,21.79677424320521,Delhi,W3
2015-01-01,21.44278115026313,Delhi,W3
2015-02-01,21.08878805732105,Delhi,W3
2015-03-01,20.76905236047014,Delhi,W3
2015-03-31,20.42647839955845,Delhi,W3
2015-04-30,20.083904438646762,Delhi,W3
2015-05-31,19.729911345704682,Delhi,W3
2015-06-30,19.387337384792993,Delhi,W3
2015-07-31,19.033344291850913,Delhi,W3
2015-08-31,18.679351198908833,Delhi,W3
2015-09-30,18.336777237997147,Delhi,W3
2015-10-31,17.982784145055067,Delhi,W3
2015-11-30,17.640210184143374,Delhi,W3
2015-12-31,17.286217091201298,Delhi,W3
2016-01-31,16.932223998259218,Delhi,W3
2016-02-29,16.60106916937792,Delhi,W3
2014-04-01,15.81254532,Delhi,W4
2014-05-01,15.597893757125748,Delhi,W4
2014-06-01,15.376087142276896,Delhi,W4
2014-07-01,15.161435578341662,Delhi,W4
2014-08-01,14.939628962382487,Delhi,W4
2014-09-01,14.717822347183212,Delhi,W4
2014-10-01,14.503170785304285,Delhi,W4
2014-11-01,14.281364171171983,Delhi,W4
2014-12-01,14.06671261117209,Delhi,W4
2015-01-01,13.844906000567649,Delhi,W4
2015-02-01,13.623099389963208,Delhi,W4
2015-03-01,13.422757935223716,Delhi,W4
2015-03-31,13.208106376574257,Delhi,W4
2015-04-30,12.993454817924798,Delhi,W4
2015-05-31,12.771648207320357,Delhi,W4
2015-06-30,12.5569966486709,Delhi,W4
2015-07-31,12.33519003806646,Delhi,W4
2015-08-31,12.11338342746202,Delhi,W4
2015-09-30,11.898731868812563,Delhi,W4
2015-10-31,11.67692525820812,Delhi,W4
2015-11-30,11.462273699558663,Delhi,W4
2015-12-31,11.240467088954222,Delhi,W4
2016-01-31,11.018660478349783,Delhi,W4
2016-02-29,10.811163971655306,Delhi,W4
2014-04-01,25.19509638,Delhi,W5
2014-05-01,24.914476739281437,Delhi,W5
2014-06-01,24.624503107579535,Delhi,W5
2014-07-01,24.343883463552867,Delhi,W5
2014-08-01,24.053909828694266,Delhi,W5
2014-09-01,23.763936191410522,Delhi,W5
2014-10-01,23.483316540235677,Delhi,W5
2014-11-01,23.193342900669112,Delhi,W5
2014-12-01,22.912748710528838,Delhi,W5
2015-01-01,22.622801383701372,Delhi,W5
2015-02-01,22.332854056873902,Delhi,W5
2015-03-01,22.07096614877167,Delhi,W5
2015-03-31,21.790371961519284,Delhi,W5
2015-04-30,21.509777774266894,Delhi,W5
2015-05-31,21.219830447439428,Delhi,W5
2015-06-30,20.93923626018704,Delhi,W5
2015-07-31,20.649288933359575,Delhi,W5
2015-08-31,20.359341606532105,Delhi,W5
2015-09-30,20.078747419279715,Delhi,W5
2015-10-31,19.78880009245225,Delhi,W5
2015-11-30,19.50820590519986,Delhi,W5
2015-12-31,19.218258578372392,Delhi,W5
2016-01-31,18.928311251544926,Delhi,W5
2016-02-29,18.657070203867615,Delhi,W5
2014-04-01,8.28142928,Delhi,W6
2014-05-01,8.141327048862275,Delhi,W6
2014-06-01,7.996554743434873,Delhi,W6
2014-07-01,7.856452512507254,Delhi,W6
2014-08-01,7.711680207308358,Delhi,W6
2014-09-01,7.566907902272428,Delhi,W6
2014-10-01,7.426805671632651,Delhi,W6
2014-11-01,7.282033366967193,Delhi,W6
2014-12-01,7.141931383167063,Delhi,W6
2015-01-01,6.997170387843604,Delhi,W6
2015-02-01,6.852409392520144,Delhi,W6
2015-03-01,6.721657525776375,Delhi,W6
2015-03-31,6.581566239979479,Delhi,W6
2015-04-30,6.441474954182582,Delhi,W6
2015-05-31,6.296713958859123,Delhi,W6
2015-06-30,6.156622673062227,Delhi,W6
2015-07-31,6.011861677738767,Delhi,W6
2015-08-31,5.867100682415309,Delhi,W6
2015-09-30,5.727009396618412,Delhi,W6
2015-10-31,5.582248401294954,Delhi,W6
2015-11-30,5.442157115498056,Delhi,W6
2015-12-31,5.297396120174597,Delhi,W6
2016-01-31,5.1526351248511375,Delhi,W6
2016-02-29,5.017213548580805,Delhi,W6
2014-04-01,16.52392992,Delhi,W7
2014-05-01,16.45235609505988,Delhi,W7
2014-06-01,16.378396476082212,Delhi,W7
2014-07-01,16.306822650700532,Delhi,W7
2014-08-01,16.232863030512092,Delhi,W7
2014-09-01,16.158903410399468,Delhi,W7
2014-10-01,16.087329584382186,Delhi,W7
2014-11-01,16.01336996382549,Delhi,W7
2014-12-01,15.94179613688454,Delhi,W7
2015-01-01,15.86783651595144,Delhi,W7
2015-02-01,15.793876895018338,Delhi,W7
2015-03-01,15.727074656756185,Delhi,W7
2015-03-31,15.655500830046734,Delhi,W7
2015-04-30,15.583927003337283,Delhi,W7
2015-05-31,15.509967382404184,Delhi,W7
2015-06-30,15.438393555694732,Delhi,W7
2015-07-31,15.364433934761632,Delhi,W7
2015-08-31,15.290474313828533,Delhi,W7
2015-09-30,15.21890048711908,Delhi,W7
2015-10-31,15.144940866185982,Delhi,W7
2015-11-30,15.07336703947653,Delhi,W7
2015-12-31,14.99940741854343,Delhi,W7
2016-01-31,14.925447797610332,Delhi,W7
2016-02-29,14.856259765124529,Delhi,W7
2014-04-01,18.75188454,Delhi,W8
2014-05-01,18.400293892095807,Delhi,W8
2014-06-01,18.036983556030012,Delhi,W8
2014-07-01,17.685392907883006,Delhi,W8
2014-08-01,17.322082571617344,Delhi,W8
2014-09-01,16.958772235491313,Delhi,W8
2014-10-01,16.607181587637797,Delhi,W8
2014-11-01,16.243871252099407,Delhi,W8
2014-12-01,15.892280605248276,Delhi,W8
2015-01-01,15.528973477895592,Delhi,W8
2015-02-01,15.16566635054291,Delhi,W8
2015-03-01,14.837517977450164,Delhi,W8
2015-03-31,14.485930434850792,Delhi,W8
2015-04-30,14.13434289225142,Delhi,W8
2015-05-31,13.77103576489874,Delhi,W8
2015-06-30,13.419448222299367,Delhi,W8
2015-07-31,13.056141094946684,Delhi,W8
2015-08-31,12.692833967594002,Delhi,W8
2015-09-30,12.34124642499463,Delhi,W8
2015-10-31,11.977939297641946,Delhi,W8
2015-11-30,11.626351755042577,Delhi,W8
2015-12-31,11.263044627689892,Delhi,W8
2016-01-31,10.89973750033721,Delhi,W8
2016-02-29,10.559869542491152,Delhi,W8
2014-04-01,2.0525903600000004,Delhi,W9
2014-05-01,2.0237664210778443,Delhi,W9
2014-06-01,1.9939816843660854,Delhi,W9
2014-07-01,1.9651577457962395,Delhi,W9
2014-08-01,1.9353730095504216,Delhi,W9
2014-09-01,1.9055882735104077,Delhi,W9
2014-10-01,1.8767643355791557,Delhi,W9
2014-11-01,1.8469796000804746,Delhi,W9
2014-12-01,1.8181556626298934,Delhi,W9
2015-01-01,1.7883720419345228,Delhi,W9
2015-02-01,1.7585884212391523,Delhi,W9
2015-03-01,1.7316870864175273,Delhi,W9
2015-03-31,1.7028642276800718,Delhi,W9
2015-04-30,1.6740413689426163,Delhi,W9
2015-05-31,1.6442577482472458,Delhi,W9
2015-06-30,1.6154348895097903,Delhi,W9
2015-07-31,1.5856512688144198,Delhi,W9
2015-08-31,1.555867648119049,Delhi,W9
2015-09-30,1.5270447893815935,Delhi,W9
2015-10-31,1.497261168686223,Delhi,W9
2015-11-30,1.4684383099487677,Delhi,W9
2015-12-31,1.4386546892533971,Delhi,W9
2016-01-31,1.4088710685580266,Delhi,W9
2016-02-29,1.3810089717784864,Delhi,W9
2014-04-01,7.644240999999999,Delhi,W10
2014-05-01,7.58403933766467,Delhi,W10
2014-06-01,7.52183095294621,Delhi,W10
2014-07-01,7.461629290123625,Delhi,W10
2014-08-01,7.399420905053342,Delhi,W10
2014-09-01,7.337212520100713,Delhi,W10
2014-10-01,7.27701085759867,Delhi,W10
2014-11-01,7.214802520975312,Delhi,W10
2014-12-01,7.154600952919974,Delhi,W10
2015-01-01,7.092392670936113,Delhi,W10
2015-02-01,7.030184388952252,Delhi,W10
2015-03-01,6.97399626328941,Delhi,W10
2015-03-31,6.913794700079222,Delhi,W10
2015-04-30,6.853593136869034,Delhi,W10
2015-05-31,6.791384854885173,Delhi,W10
2015-06-30,6.731183291674985,Delhi,W10
2015-07-31,6.668975009691125,Delhi,W10
2015-08-31,6.606766727707264,Delhi,W10
2015-09-30,6.546565164497076,Delhi,W10
2015-10-31,6.4843568825132145,Delhi,W10
2015-11-30,6.4241553193030265,Delhi,W10
2015-12-31,6.361947037319166,Delhi,W10
2016-01-31,6.299738755335305,Delhi,W10
2016-02-29,6.241543910898789,Delhi,W10
2014-04-01,27.954853710000002,Haryana,W1
2014-05-01,27.657204710299407,Haryana,W1
2014-06-01,27.349634078283238,Haryana,W1
2014-07-01,27.051985082430672,Haryana,W1
2014-08-01,26.74441445037105,Haryana,W1
2014-09-01,26.436843821627708,Haryana,W1
2014-10-01,26.139194830161117,Haryana,W1
2014-11-01,25.831624212252834,Haryana,W1
2014-12-01,25.533975230908826,Haryana,W1
2015-01-01,25.226404616874706,Haryana,W1
2015-02-01,24.91883400284059,Haryana,W1
2015-03-01,24.641028286938802,Haryana,W1
2015-03-31,24.34337930561546,Haryana,W1
2015-04-30,24.04573032429212,Haryana,W1
2015-05-31,23.738159710258,Haryana,W1
2015-06-30,23.440510728934658,Haryana,W1
2015-07-31,23.132940114900535,Haryana,W1
2015-08-31,22.82536950086642,Haryana,W1
2015-09-30,22.527720519543074,Haryana,W1
2015-10-31,22.220149905508954,Haryana,W1
2015-11-30,21.922500924185616,Haryana,W1
2015-12-31,21.614930310151497,Haryana,W1
2016-01-31,21.307359696117377,Haryana,W1
2016-02-29,21.01963234750481,Haryana,W1
2014-04-01,26.47498262,Haryana,W2
2014-05-01,26.27359020302395,Haryana,W2
2014-06-01,26.065484706248274,Haryana,W2
2014-07-01,25.86409228798969,Haryana,W2
2014-08-01,25.65598679019347,Haryana,W2
2014-09-01,25.447881290740213,Haryana,W2
2014-10-01,25.24648887178835,Haryana,W2
2014-11-01,25.038383371913408,Haryana,W2
2014-12-01,24.83699095444056,Haryana,W2
2015-01-01,24.628885456831565,Haryana,W2
2015-02-01,24.42077995922257,Haryana,W2
2015-03-01,24.232813703317678,Haryana,W2
2015-03-31,24.031421286276714,Haryana,W2
2015-04-30,23.830028869235754,Haryana,W2
2015-05-31,23.621923371626764,Haryana,W2
2015-06-30,23.4205309545858,Haryana,W2
2015-07-31,23.212425456976806,Haryana,W2
2015-08-31,23.004319959367816,Haryana,W2
2015-09-30,22.802927542326852,Haryana,W2
2015-10-31,22.59482204471786,Haryana,W2
2015-11-30,22.3934296276769,Haryana,W2
2015-12-31,22.185324130067904,Haryana,W2
2016-01-31,21.977218632458914,Haryana,W2
2016-02-29,21.782539295985984,Haryana,W2
2014-04-01,50.989131969999995,Haryana,W3
2014-05-01,50.853058195179635,Haryana,W3
2014-06-01,50.712448629874615,Haryana,W3
2014-07-01,50.57637485945153,Haryana,W3
2014-08-01,50.43576529384369,Haryana,W3
2014-09-01,50.29515572744643,Haryana,W3
2014-10-01,50.159081950239866,Haryana,W3
2014-11-01,50.01847238552204,Haryana,W3
2014-12-01,49.88239861664606,Haryana,W3
2015-01-01,49.74178906063355,Haryana,W3
2015-02-01,49.601179504621044,Haryana,W3
2015-03-01,49.474177324996845,Haryana,W3
2015-03-31,49.33810356111377,Haryana,W3
2015-04-30,49.2020297972307,Haryana,W3
2015-05-31,49.061420241218194,Haryana,W3
2015-06-30,48.92534647733512,Haryana,W3
2015-07-31,48.78473692132262,Haryana,W3
2015-08-31,48.644127365310105,Haryana,W3
2015-09-30,48.50805360142704,Haryana,W3
2015-10-31,48.36744404541453,Haryana,W3
2015-11-30,48.23137028153146,Haryana,W3
2015-12-31,48.09076072551895,Haryana,W3
2016-01-31,47.95015116950645,Haryana,W3
2016-02-29,47.81861319775281,Haryana,W3
2014-04-01,7.018231269999999,Haryana,W4
2014-05-01,6.939428867904191,Haryana,W4
2014-06-01,6.85799971856437,Haryana,W4
2014-07-01,6.779197316321278,Haryana,W4
2014-08-01,6.697768166878608,Haryana,W4
2014-09-01,6.616339017216157,Haryana,W4
2014-10-01,6.537536613865177,Haryana,W4
2014-11-01,6.456107463114063,Haryana,W4
2014-12-01,6.37730506034697,Haryana,W4
2015-01-01,6.2958759125392785,Haryana,W4
2015-02-01,6.214446764731588,Haryana,W4
2015-03-01,6.140897857034318,Haryana,W4
2015-03-31,6.0620954559301,Haryana,W4
2015-04-30,5.983293054825883,Haryana,W4
2015-05-31,5.901863907018193,Haryana,W4
2015-06-30,5.823061505913975,Haryana,W4
2015-07-31,5.741632358106283,Haryana,W4
2015-08-31,5.660203210298593,Haryana,W4
2015-09-30,5.581400809194376,Haryana,W4
2015-10-31,5.4999716613866845,Haryana,W4
2015-11-30,5.421169260282467,Haryana,W4
2015-12-31,5.339740112474775,Haryana,W4
2016-01-31,5.258310964667084,Haryana,W4
2016-02-29,5.18213531026634,Haryana,W4
2014-04-01,6.68744937,Haryana,W5
2014-05-01,6.599960660119761,Haryana,W5
2014-06-01,6.509555659985245,Haryana,W5
2014-07-01,6.4220669501332575,Haryana,W5
2014-08-01,6.3316619495971045,Haryana,W5
2014-09-01,6.241256949482845,Haryana,W5
2014-10-01,6.153768239763163,Haryana,W5
